loan_id,customer_id,customer_name,customer_segment,customer_risk_rating,is_pep,account_id,branch_id,branch_name,region,loan_type,application_date,approval_date,loan_amount,interest_rate,term_months,monthly_installment,loan_status,risk_grade,payment_rows_count,has_payment_schedule,total_expected_amount,total_paid_amount,outstanding_scheduled_amount,collection_rate_pct,late_payment_count,partially_paid_payment_count,missed_payment_count,pending_payment_count,max_days_past_due,average_days_past_due,invalid_dpd_count
1481,3831,Jesus Crawford,Retail,Low,0,189,1,Košice Branch 01,Košický,Mortgage,2024-08-14,2024-08-16,290483.99,5.197,360,848.83,Active,A,17,True,14430.11,13581.28,848.83,94.12,1,0,0,1,15.0,15.0,0
629,4231,Francisco Beard,Business,Medium,0,3075,1,Košice Branch 01,Košický,Consumer Loan,2023-06-27,2023-07-08,35792.28,13.775,72,565.59,Closed,D,7,True,3959.13,3959.13,0.0,100.0,0,0,0,0,,,0
172,701,Thomas Harris,Premium,Low,0,6870,1,Košice Branch 01,Košický,Consumer Loan,2023-01-10,2023-01-14,27107.56,4.992,60,474.35,Delinquent,B,20,True,9487.0,7503.09,1983.91,79.09,3,1,1,3,132.0,63.2,0
681,3977,Amanda Herrera,Retail,High,0,2545,1,Košice Branch 01,Košický,Consumer Loan,2025-01-31,2025-02-17,13730.05,13.615,12,1299.95,Active,B,11,True,14299.45,12999.5,1299.95,90.91,1,0,0,1,15.0,15.0,0
1037,4263,Theresa Nunez,Retail,Low,0,357,1,Košice Branch 01,Košický,Auto Loan,2022-05-11,2022-06-08,14085.44,5.024,84,176.11,Closed,B,34,True,5987.74,4402.75,1584.99,73.53,1,0,5,4,112.0,74.33,0
302,957,Thomas Rodgers,Business,Low,0,5579,1,Košice Branch 01,Košický,Consumer Loan,2024-08-16,2024-08-30,35755.13,6.736,48,795.07,Defaulted,B,16,True,12721.12,11305.54,1415.58,88.87,1,2,1,0,149.0,61.0,0
1450,4749,Steven Cohen,Student,Low,0,485,1,Košice Branch 01,Košický,Auto Loan,2023-04-12,2023-05-12,28576.86,9.116,60,519.7,Active,B,33,True,17150.1,14247.32,2902.78,83.07,3,3,3,1,177.0,76.11,0
1052,1435,Pamela Johnson,Retail,Low,0,7199,1,Košice Branch 01,Košický,Auto Loan,2024-10-29,2024-11-23,32110.77,5.907,36,944.65,Active,B,18,True,17003.7,14396.09,2607.61,84.66,2,1,2,0,101.0,46.0,0
941,1647,John Oneal,Premium,Medium,0,4627,1,Košice Branch 01,Košický,Consumer Loan,2024-05-25,2024-06-23,33321.74,8.844,84,431.77,Active,C,12,True,5181.24,4563.43,617.81,88.08,0,1,1,0,72.0,38.5,0
1307,2464,Andrew Montgomery,Retail,Medium,0,7398,1,Košice Branch 01,Košický,Mortgage,2023-06-08,2023-06-10,271221.4,3.162,120,2331.65,Approved,A,21,True,48964.65,39436.11,9528.54,80.54,1,2,1,2,153.0,57.67,1
416,4841,Jennifer Brewer,Student,High,0,886,1,Košice Branch 01,Košický,Mortgage,2022-08-05,2022-08-07,88426.89,4.035,120,766.62,Active,A,7,True,5366.34,4105.97,1260.37,76.51,0,1,1,0,137.0,70.0,0
1179,4460,Karen Thompson,Premium,Very High,0,3619,1,Košice Branch 01,Košický,Consumer Loan,2025-08-03,2025-08-21,8258.98,8.969,60,150.0,Active,A,6,True,900.0,750.0,150.0,83.33,2,0,0,1,67.0,55.5,0
1177,377,Mark Brown,Student,Low,0,75,1,Košice Branch 01,Košický,Credit Line,2022-05-26,2022-05-27,6026.52,12.672,12,565.85,Active,C,11,True,6224.35,5786.63,437.72,92.97,2,0,1,0,56.0,46.67,0
479,2416,Kim Rivas,Retail,Medium,1,3980,1,Košice Branch 01,Košický,Consumer Loan,2022-03-26,2022-04-13,19301.3,7.626,12,1731.1,Delinquent,A,12,True,20773.2,20773.2,0.0,100.0,0,0,0,0,,,0
667,2580,Robert Farmer,Retail,High,0,4973,1,Košice Branch 01,Košický,Consumer Loan,2024-02-07,2024-02-10,11071.13,12.137,12,1034.57,Active,B,6,True,6207.42,5172.85,1034.57,83.33,1,0,1,0,141.0,95.0,0
1413,4062,Dr. Brooke Spencer,Retail,Medium,0,6526,1,Košice Branch 01,Košický,Mortgage,2025-12-08,2025-12-31,283024.54,5.779,300,997.94,Active,B,5,True,4989.7,4989.7,0.0,100.0,1,0,0,0,46.0,46.0,0
488,1276,Michelle Martinez,Retail,Low,0,3233,1,Košice Branch 01,Košický,Consumer Loan,2024-01-17,2024-01-21,12249.97,11.335,84,162.36,Active,B,27,True,4383.72,3996.29,387.43,91.16,6,1,2,0,138.0,58.75,1
858,1121,Kelly Khan,Retail,Low,0,748,1,Košice Branch 01,Košický,Consumer Loan,2023-02-07,2023-03-07,16090.28,10.777,24,742.68,Delinquent,C,12,True,8912.16,8169.48,742.68,91.67,0,0,1,0,84.0,84.0,0
1410,2531,Bradley Young,Student,High,0,923,1,Košice Branch 01,Košický,Mortgage,2023-02-23,2023-02-27,287601.84,3.63,180,1655.79,Closed,A,11,True,18213.69,8344.01,9869.68,45.81,1,4,4,0,104.0,48.44,0
993,2416,Kim Rivas,Retail,Medium,1,3980,1,Košice Branch 01,Košický,Consumer Loan,2022-12-20,2023-01-16,38679.08,10.021,84,506.61,Active,D,8,True,4052.88,3271.1,781.78,80.71,1,2,0,0,29.0,17.67,0
697,1434,Veronica Arnold,Retail,Low,0,1448,1,Košice Branch 01,Košický,Consumer Loan,2022-09-27,2022-10-02,25667.47,5.98,60,453.37,Active,A,31,True,14054.47,12118.22,1936.25,86.22,3,1,1,3,51.0,33.4,0
1283,1563,Rita Brown,Retail,Low,0,1723,1,Košice Branch 01,Košický,Consumer Loan,2022-05-27,2022-06-20,36041.9,13.871,12,3420.11,Closed,A,6,True,20520.66,20520.66,0.0,100.0,0,0,0,0,,,0
994,3581,Eric Jacobs,Student,High,0,5654,1,Košice Branch 01,Košický,Consumer Loan,2025-11-21,2025-11-28,30622.34,8.679,48,693.33,Delinquent,D,6,True,4159.98,3466.65,693.33,83.33,0,0,0,1,,,0
677,1126,Justin Randall,Retail,Medium,0,6108,1,Košice Branch 01,Košický,Consumer Loan,2023-10-26,2023-11-03,27129.24,12.71,36,849.37,Active,B,11,True,9343.07,8493.7,849.37,90.91,3,0,1,0,153.0,77.75,0
160,1673,Kayla Brooks,Retail,Medium,0,3869,1,Košice Branch 01,Košický,Mortgage,2022-06-27,2022-07-25,330881.35,3.019,120,2840.59,Active,C,28,True,79536.52,74070.83,5465.69,93.13,0,3,1,0,99.0,35.75,0
412,4633,Craig Bartlett,Premium,Low,0,1738,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-08-18,2023-09-13,26863.91,10.451,48,618.16,Active,B,15,True,9272.4,8036.08,1236.32,86.67,0,0,2,0,168.0,158.5,0
1,4947,Justin Wade,Business,Low,1,1011,2,Nitra Branch 02,Nitriansky,Auto Loan,2022-03-14,2022-04-10,53370.88,4.848,84,666.17,Active,A,20,True,13323.4,13323.4,0.0,100.0,1,0,0,0,24.0,24.0,0
1128,2358,Charlotte Escobar,Retail,High,0,5286,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-10-04,2023-10-18,9656.83,8.195,84,124.38,Active,C,26,True,3233.88,3233.88,0.0,100.0,1,0,0,0,5.0,5.0,0
231,2881,Thomas Dennis,Student,Low,0,4428,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-09-08,2023-09-10,23214.37,10.068,48,532.32,Active,D,32,True,17034.24,16338.28,695.96,95.91,9,1,0,1,81.0,46.6,0
1141,2930,Tiffany Cummings,Retail,Low,0,6414,2,Nitra Branch 02,Nitriansky,Consumer Loan,2022-03-07,2022-03-19,25553.56,9.071,72,387.1,Active,D,49,True,18967.9,18249.99,717.91,96.22,4,5,0,0,79.0,38.11,0
237,3043,Nancy Tucker,Retail,Medium,0,1614,2,Nitra Branch 02,Nitriansky,Mortgage,2024-07-20,2024-08-19,153638.48,4.473,360,445.86,Active,B,17,True,7579.62,7579.62,0.0,100.0,1,0,0,0,48.0,48.0,0
500,1035,Amber Lopez,Premium,Medium,0,2477,2,Nitra Branch 02,Nitriansky,Mortgage,2023-05-16,2023-06-05,86405.12,5.246,240,378.91,Delinquent,B,24,True,9093.84,8791.07,302.77,96.67,2,1,0,0,52.0,36.67,0
559,2794,Derek Walsh,Retail,High,0,415,2,Nitra Branch 02,Nitriansky,Auto Loan,2024-09-26,2024-10-05,27153.78,7.575,84,347.75,Active,A,16,True,5564.0,5399.16,164.84,97.04,0,2,0,0,28.0,27.5,0
1145,4092,Alan Greene,Retail,Low,0,4321,2,Nitra Branch 02,Nitriansky,Consumer Loan,2022-09-27,2022-10-23,8046.87,8.152,72,120.87,Active,C,8,True,966.96,1009.58,-42.62,104.41,0,0,0,0,,,0
257,3043,Nancy Tucker,Retail,Medium,0,1614,2,Nitra Branch 02,Nitriansky,Mortgage,2023-08-31,2023-09-11,294516.37,4.249,300,1023.43,Active,A,27,True,27632.61,25965.12,1667.49,93.97,3,3,0,0,79.0,37.0,0
1153,3043,Nancy Tucker,Retail,Medium,0,1614,2,Nitra Branch 02,Nitriansky,Auto Loan,2023-08-20,2023-08-31,33503.94,4.264,48,727.76,Approved,B,8,True,5822.08,5094.32,727.76,87.5,2,0,0,1,6.0,4.5,0
316,4961,Tracy Wilson,Retail,Medium,0,3814,2,Nitra Branch 02,Nitriansky,Mortgage,2023-04-29,2023-05-02,246708.17,3.959,360,712.43,Active,D,16,True,11398.88,10686.45,712.43,93.75,3,0,0,1,72.0,44.67,0
938,1112,Brenda Graham,Retail,Low,0,746,2,Nitra Branch 02,Nitriansky,Mortgage,2025-05-02,2025-05-05,219285.58,5.821,180,1289.17,Active,A,8,True,10313.36,10313.36,0.0,100.0,0,0,0,0,,,0
579,2197,Destiny Griffin,Premium,Low,0,3910,2,Nitra Branch 02,Nitriansky,Auto Loan,2023-10-21,2023-11-16,50293.4,7.338,48,1124.67,Closed,B,26,True,29241.42,27738.15,1503.27,94.86,0,1,1,0,78.0,41.5,0
1436,2794,Derek Walsh,Retail,High,0,415,2,Nitra Branch 02,Nitriansky,Consumer Loan,2025-03-23,2025-03-26,30453.18,11.538,48,707.64,Active,B,10,True,7076.4,6368.76,707.64,90.0,3,0,1,0,106.0,56.0,0
308,3984,Janice Riley,Retail,Medium,0,2396,2,Nitra Branch 02,Nitriansky,Credit Line,2023-08-08,2023-08-16,5777.22,9.118,12,525.33,Active,B,12,True,6303.96,5778.63,525.33,91.67,1,0,0,1,25.0,25.0,0
669,673,Kevin Gilbert,Retail,Low,0,4448,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-03-20,2023-04-18,15610.94,13.795,48,370.09,Active,C,34,True,12583.06,11008.34,1574.72,87.49,3,1,1,3,104.0,52.8,0
1194,581,Eric Sloan,Business,Medium,0,722,2,Nitra Branch 02,Nitriansky,Credit Line,2025-12-08,2025-12-09,2924.34,10.367,36,89.65,Active,C,5,True,448.25,455.63,-7.38,101.65,1,0,0,0,89.0,89.0,0
567,4658,Lance Lane,Business,Low,0,5008,2,Nitra Branch 02,Nitriansky,Mortgage,2022-11-26,2022-12-25,340715.97,4.654,120,2971.44,Active,D,39,True,115886.16,104797.88,11088.28,90.43,1,2,3,0,126.0,64.25,1
283,1965,Julia Walters,Student,Low,0,6135,2,Nitra Branch 02,Nitriansky,Credit Line,2025-08-16,2025-09-14,3427.79,16.541,36,110.97,Active,C,8,True,887.76,887.76,0.0,100.0,1,0,0,0,,,1
883,715,Tina Hull,Retail,Low,0,160,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-07-21,2023-08-04,32933.49,5.518,48,723.97,Active,A,17,True,12307.49,11627.27,680.22,94.47,1,2,0,0,40.0,29.33,0
407,4947,Justin Wade,Business,Low,1,1011,2,Nitra Branch 02,Nitriansky,Consumer Loan,2025-07-05,2025-08-01,6765.67,6.734,36,200.59,Closed,A,9,True,1805.31,1743.66,61.65,96.59,0,1,0,0,11.0,11.0,0
665,1895,Cynthia Nunez,Premium,Very High,0,7278,2,Nitra Branch 02,Nitriansky,Consumer Loan,2022-12-14,2022-12-29,24699.01,8.405,36,743.75,Delinquent,B,20,True,14875.0,13744.52,1130.48,92.4,3,2,1,0,68.0,44.17,0
459,4909,Anthony Trevino,Student,Low,0,3129,2,Nitra Branch 02,Nitriansky,Auto Loan,2022-02-27,2022-03-28,21039.71,4.507,48,458.08,Active,C,44,True,20155.52,18323.2,1832.32,90.91,5,0,0,4,75.0,62.25,1
784,2134,William Brown,Retail,Low,0,1937,2,Nitra Branch 02,Nitriansky,Mortgage,2023-03-22,2023-04-19,96652.38,3.816,300,334.47,Active,B,33,True,11037.51,9984.09,1053.42,90.46,4,2,2,0,134.0,54.25,0
1388,1901,Tabitha Ellis,Retail,Low,0,2118,2,Nitra Branch 02,Nitriansky,Mortgage,2023-08-11,2023-08-24,198615.45,3.27,180,1139.5,Active,C,18,True,20511.0,18768.67,1742.33,91.51,2,1,0,1,45.0,33.0,1
1385,1569,Gregory Wood,Retail,Medium,0,5445,2,Nitra Branch 02,Nitriansky,Consumer Loan,2022-02-25,2022-03-01,27507.54,13.002,24,1295.17,Active,B,17,True,22017.89,21743.07,274.82,98.75,1,1,0,0,15.0,10.5,0
433,810,Sierra Gentry,Premium,Medium,0,5583,2,Nitra Branch 02,Nitriansky,Auto Loan,2024-03-08,2024-03-24,9987.03,7.266,84,127.53,Active,B,8,True,1020.24,892.71,127.53,87.5,0,0,0,1,,,0
1383,3014,Brittney Clark,Retail,Low,0,2526,2,Nitra Branch 02,Nitriansky,Auto Loan,2022-12-06,2022-12-08,24535.46,3.908,60,424.91,Active,A,29,True,12322.39,12012.58,309.81,97.49,3,1,0,0,39.0,23.33,0
954,2438,Mrs. Amanda Pearson MD,Retail,Low,0,3536,2,Nitra Branch 02,Nitriansky,Auto Loan,2022-02-22,2022-03-18,26734.62,3.609,72,384.71,Active,C,24,True,9233.04,8413.15,819.89,91.12,5,3,1,0,165.0,55.33,0
506,2652,Anthony Shields,Premium,Low,0,4390,2,Nitra Branch 02,Nitriansky,Mortgage,2023-12-02,2023-12-04,222730.01,5.031,360,649.82,Active,B,29,True,18844.78,15236.47,3608.31,80.85,3,2,3,2,165.0,68.86,1
469,3427,Shelly Young,Student,Low,0,4212,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-12-17,2023-12-30,11591.88,7.878,84,148.87,Closed,B,26,True,3870.62,3362.37,508.25,86.87,4,1,3,0,105.0,70.25,0
388,2408,Barry Smith,Student,Low,0,6768,2,Nitra Branch 02,Nitriansky,Consumer Loan,2023-03-08,2023-03-22,31000.97,4.545,84,385.83,Closed,C,32,True,12346.56,11041.13,1305.43,89.43,1,3,1,1,55.0,25.8,0
